activity_id,user_id,show_id,watch_minutes,watch_hours
1943,315,s8611,14,0.23
1944,90,s6438,185,3.08
1945,162,s4869,170,2.83
1946,146,s7969,244,4.07
1947,131,s5419,239,3.98
1948,320,s6235,52,0.87
1949,255,s6864,45,0.75
1950,114,s7956,267,4.45
1951,179,s672,214,3.57
1952,186,s4412,114,1.9
1953,200,s8016,63,1.05
1954,38,s2754,67,1.12
1955,277,s3026,281,4.68
1956,14,s2833,163,2.72
1957,152,s6370,21,0.35
1958,242,s1803,77,1.28
1959,352,s8389,31,0.52
1960,207,s6060,52,0.87
1961,245,s6092,62,1.03
1962,314,s1171,260,4.33
1963,256,s2523,190,3.17
1964,23,s4595,185,3.08
1965,481,s4999,236,3.93
1966,152,s702,285,4.75
1967,411,s6370,259,4.32
1968,296,s7342,57,0.95
1969,232,s7526,283,4.72
1970,310,s3602,123,2.05
1971,91,s6767,194,3.23
1972,195,s5974,264,4.4
1973,423,s6074,256,4.27
1974,409,s5283,277,4.62
1975,173,s5548,253,4.22
1976,328,s3533,267,4.45
1977,464,s2346,45,0.75
1978,462,s588,209,3.48
1979,61,s4949,47,0.78
1980,156,s2464,172,2.87
1981,258,s8509,284,4.73
1982,90,s7495,174,2.9
1983,99,s8337,111,1.85
1984,158,s682,106,1.77
1985,328,s5909,246,4.1
1986,357,s7725,175,2.92
1987,484,s1592,171,2.85
1988,333,s3703,94,1.57
1989,353,s8171,111,1.85
1990,61,s2202,144,2.4
1991,313,s8304,251,4.18
1992,458,s941,114,1.9
1993,105,s6633,185,3.08
1994,427,s1167,20,0.33
1995,4,s7463,283,4.72
1996,236,s8542,181,3.02
1997,139,s7668,189,3.15
1998,178,s8609,193,3.22
1999,398,s665,238,3.97
2000,307,s6396,62,1.03
2001,103,s8291,96,1.6
2002,114,s4920,30,0.5
2003,263,s135,76,1.27
2004,250,s3986,121,2.02
2005,410,s1310,228,3.8
2006,180,s1771,248,4.13
2007,263,s1295,295,4.92
2008,455,s7668,119,1.98
2009,369,s7726,216,3.6
2010,37,s3033,110,1.83
2011,190,s7142,249,4.15
2012,298,s8337,55,0.92
2013,239,s8686,258,4.3
2014,103,s7629,262,4.37
2015,239,s1535,104,1.73
2016,131,s6150,90,1.5
2017,230,s1416,123,2.05
2018,371,s3421,186,3.1
2019,303,s3680,97,1.62
2020,330,s3734,256,4.27
2021,53,s1140,59,0.98
2022,77,s887,97,1.62
2023,494,s3889,31,0.52
2024,89,s7169,54,0.9
2025,120,s5932,63,1.05
2026,233,s5391,202,3.37
2027,468,s1093,25,0.42
2028,45,s4877,91,1.52
2029,17,s5115,31,0.52
2030,25,s6499,266,4.43
2031,148,s1853,40,0.67
2032,76,s3867,210,3.5
2033,320,s5528,118,1.97
2034,169,s3448,45,0.75
2035,285,s5158,22,0.37
2036,285,s2002,134,2.23
2037,330,s7807,207,3.45
2038,173,s1083,225,3.75
2039,110,s8044,258,4.3
2040,315,s2104,199,3.32
2041,97,s1037,14,0.23
2042,1,s3259,213,3.55
2043,392,s2823,105,1.75
2044,228,s8266,97,1.62
2045,285,s5825,130,2.17
2046,237,s1529,258,4.3
2047,376,s1849,265,4.42
2048,237,s1132,101,1.68
2049,261,s5852,55,0.92
2050,5,s4132,36,0.6
2051,349,s6448,273,4.55
2052,161,s2494,86,1.43
2053,217,s830,24,0.4
2054,167,s7462,54,0.9
2055,5,s5862,115,1.92
2056,357,s3887,114,1.9
2057,42,s6762,38,0.63
2058,470,s3840,293,4.88
2059,261,s1614,84,1.4
2060,333,s4789,19,0.32
2061,471,s443,80,1.33
2062,37,s4417,105,1.75
2063,78,s2072,175,2.92
2064,312,s1753,278,4.63
2065,86,s1414,167,2.78
2066,7,s2201,74,1.23
2067,477,s131,58,0.97
2068,384,s2177,159,2.65
2069,492,s190,216,3.6
2070,263,s3784,156,2.6
2071,82,s8094,259,4.32
2072,310,s5226,216,3.6
2073,114,s7962,237,3.95
2074,108,s6939,71,1.18
2075,164,s5424,114,1.9
2076,437,s4515,60,1.0
2077,178,s2352,221,3.68
2078,314,s2050,168,2.8
2079,116,s3025,186,3.1
2080,287,s6162,199,3.32
2081,426,s7897,23,0.38
2082,27,s7451,247,4.12
2083,490,s1700,187,3.12
2084,281,s7085,150,2.5
2085,66,s165,142,2.37
2086,486,s75,293,4.88
2087,125,s297,123,2.05
2088,140,s8329,95,1.58
2089,488,s4630,45,0.75
2090,399,s3163,87,1.45
2091,365,s1905,117,1.95
2092,223,s7790,189,3.15
2093,482,s5472,176,2.93
2094,276,s4829,188,3.13
2095,376,s2986,138,2.3
2096,243,s5078,149,2.48
2097,486,s4801,147,2.45
2098,29,s7845,118,1.97
2099,199,s1232,42,0.7
2100,152,s703,39,0.65
2101,425,s1417,243,4.05
2102,476,s5589,11,0.18
2103,216,s7548,288,4.8
2104,276,s3789,272,4.53
2105,441,s3967,11,0.18
2106,467,s1888,264,4.4
2107,284,s7199,219,3.65
2108,252,s7061,287,4.78
2109,425,s8386,23,0.38
2110,65,s6851,44,0.73
2111,208,s6413,276,4.6
2112,353,s2827,97,1.62
2113,58,s2876,150,2.5
2114,493,s7140,163,2.72
2115,289,s2748,23,0.38
2116,3,s3951,76,1.27
2117,197,s7559,97,1.62
2118,86,s2890,47,0.78
2119,106,s3265,298,4.97
2120,172,s6648,225,3.75
2121,281,s6293,106,1.77
2122,114,s2481,83,1.38
2123,298,s4539,254,4.23
2124,94,s3184,155,2.58
2125,132,s4361,271,4.52
2126,295,s1092,189,3.15
2127,101,s3748,10,0.17
2128,58,s6979,61,1.02
2129,389,s5509,235,3.92
2130,197,s1768,212,3.53
2131,276,s762,144,2.4
2132,32,s2957,16,0.27
2133,434,s3751,106,1.77
2134,424,s5608,126,2.1
2135,368,s4279,53,0.88
2136,363,s8715,53,0.88
2137,476,s749,22,0.37
2138,28,s3841,283,4.72
2139,159,s8118,37,0.62
2140,169,s2552,211,3.52
2141,359,s6912,31,0.52
2142,106,s5386,160,2.67
2143,106,s5899,169,2.82
2144,439,s5931,294,4.9
2145,345,s7155,80,1.33
2146,157,s1789,158,2.63
2147,312,s5718,63,1.05
2148,124,s7934,234,3.9
2149,212,s7222,253,4.22
2150,131,s4538,63,1.05
2151,322,s7559,164,2.73
2152,129,s1854,129,2.15
2153,233,s8390,281,4.68
2154,301,s8235,41,0.68
2155,110,s8117,49,0.82
2156,7,s7096,236,3.93
2157,7,s4562,106,1.77
2158,2,s3166,17,0.28
2159,462,s6856,70,1.17
2160,44,s2262,251,4.18
2161,464,s609,56,0.93
2162,366,s7278,149,2.48
2163,448,s617,46,0.77
2164,347,s6580,163,2.72
2165,128,s1349,44,0.73
2166,9,s811,191,3.18
2167,262,s2436,141,2.35
2168,187,s1106,127,2.12
2169,376,s1483,55,0.92
2170,326,s1285,259,4.32
2171,78,s2679,53,0.88
2172,433,s2191,202,3.37
2173,499,s1166,281,4.68
2174,388,s7982,50,0.83
2175,368,s2650,56,0.93
2176,134,s2230,208,3.47
2177,299,s8317,65,1.08
2178,372,s1263,184,3.07
2179,71,s535,22,0.37
2180,453,s7480,42,0.7
2181,10,s842,104,1.73
2182,78,s4444,221,3.68
2183,66,s766,232,3.87
2184,95,s1604,276,4.6
2185,213,s2953,209,3.48
2186,93,s643,131,2.18
2187,475,s6076,202,3.37
2188,123,s6755,236,3.93
2189,10,s3214,55,0.92
2190,64,s7627,291,4.85
2191,146,s5991,47,0.78
2192,225,s8175,97,1.62
2193,309,s4058,269,4.48
2194,246,s4017,54,0.9
2195,120,s6109,222,3.7
2196,126,s8608,70,1.17
2197,497,s7211,70,1.17
2198,394,s3804,255,4.25
2199,252,s2433,221,3.68
2200,416,s2416,80,1.33
2201,292,s3927,230,3.83
2202,111,s506,229,3.82
2203,82,s1142,66,1.1
2204,43,s1206,239,3.98
2205,193,s7172,166,2.77
2206,160,s5776,73,1.22
2207,384,s7355,237,3.95
2208,212,s4282,31,0.52
2209,318,s6661,20,0.33
2210,152,s83,178,2.97
2211,48,s595,285,4.75
2212,338,s1093,99,1.65
2213,407,s7746,54,0.9
2214,272,s6956,47,0.78
2215,424,s3287,107,1.78
2216,185,s1866,26,0.43
2217,34,s5090,125,2.08
2218,351,s1274,92,1.53
2219,190,s6683,22,0.37
2220,40,s1649,221,3.68
2221,469,s4447,288,4.8
2222,26,s801,173,2.88
2223,188,s2906,35,0.58
2224,88,s2637,135,2.25
2225,30,s3960,21,0.35
2226,23,s6828,28,0.47
2227,84,s581,166,2.77
2228,224,s5821,172,2.87
2229,208,s2514,225,3.75
2230,34,s7851,32,0.53
2231,176,s1490,106,1.77
2232,462,s6027,17,0.28
2233,4,s8257,292,4.87
2234,48,s239,202,3.37
2235,111,s6697,127,2.12
2236,129,s1064,113,1.88
2237,92,s4987,281,4.68
2238,407,s5040,222,3.7
2239,89,s5299,214,3.57
2240,335,s8050,41,0.68
2241,348,s5129,194,3.23
2242,447,s2062,120,2.0
2243,303,s4188,116,1.93
2244,186,s7033,188,3.13
2245,184,s5872,154,2.57
2246,396,s433,42,0.7
2247,261,s410,238,3.97
2248,80,s4743,24,0.4
2249,326,s1510,244,4.07
2250,122,s4491,266,4.43
2251,352,s8640,238,3.97
2252,459,s8000,230,3.83
2253,468,s7361,287,4.78
2254,280,s2424,180,3.0
2255,303,s1399,165,2.75
2256,453,s537,283,4.72
2257,105,s1503,170,2.83
2258,105,s7717,185,3.08
2259,370,s2898,71,1.18
2260,307,s1413,112,1.87
2261,22,s8650,20,0.33
2262,302,s4989,283,4.72
2263,419,s1185,115,1.92
2264,36,s7287,135,2.25
2265,321,s1057,153,2.55
2266,55,s5378,102,1.7
2267,482,s8705,54,0.9
2268,238,s8423,172,2.87
2269,169,s3752,206,3.43
2270,393,s8729,176,2.93
2271,126,s6641,282,4.7
2272,89,s145,115,1.92
2273,172,s8797,272,4.53
2274,319,s4705,197,3.28
2275,400,s5509,152,2.53
2276,45,s6400,272,4.53
2277,229,s2133,263,4.38
2278,395,s5177,62,1.03
2279,423,s5734,300,5.0
2280,162,s8077,156,2.6
2281,51,s3684,63,1.05
2282,107,s755,214,3.57
2283,7,s1963,273,4.55
2284,180,s5987,65,1.08
2285,342,s6529,214,3.57
2286,381,s1218,222,3.7
2287,239,s2256,269,4.48
2288,263,s8077,122,2.03
2289,277,s2194,104,1.73
2290,9,s7757,55,0.92
2291,387,s4217,213,3.55
2292,408,s1379,48,0.8
2293,198,s8501,128,2.13
2294,296,s6792,17,0.28
2295,343,s2821,82,1.37
2296,12,s4246,186,3.1
2297,338,s2211,166,2.77
2298,404,s7752,234,3.9
2299,74,s6134,191,3.18
2300,53,s6783,48,0.8
2301,239,s8051,138,2.3
2302,197,s1526,25,0.42
2303,127,s7905,104,1.73
2304,96,s6195,158,2.63
2305,170,s2643,107,1.78
2306,83,s3915,297,4.95
2307,289,s7367,110,1.83
2308,452,s3629,88,1.47
2309,6,s3502,40,0.67
2310,284,s1889,167,2.78
2311,443,s1049,258,4.3
2312,465,s6528,265,4.42
2313,407,s4769,17,0.28
2314,254,s3384,237,3.95
2315,261,s4072,36,0.6
2316,14,s6569,35,0.58
2317,470,s6187,42,0.7
2318,404,s4194,299,4.98
2319,494,s6594,120,2.0
2320,247,s2614,39,0.65
2321,298,s7907,192,3.2
2322,96,s4163,271,4.52
2323,339,s6014,166,2.77
2324,6,s2074,216,3.6
2325,224,s536,29,0.48
2326,362,s3747,84,1.4
2327,458,s4271,293,4.88
2328,201,s5405,167,2.78
2329,328,s6162,187,3.12
2330,102,s3340,51,0.85
2331,459,s838,245,4.08
2332,480,s5505,60,1.0
2333,374,s8037,148,2.47
2334,243,s191,30,0.5
2335,425,s2018,134,2.23
2336,453,s111,245,4.08
2337,58,s6950,269,4.48
2338,489,s4412,163,2.72
2339,322,s8175,154,2.57
2340,355,s8341,72,1.2
2341,318,s1313,265,4.42
2342,296,s4772,206,3.43
2343,309,s1617,27,0.45
2344,457,s5931,89,1.48
2345,386,s2887,242,4.03
2346,336,s7709,168,2.8
2347,60,s5901,238,3.97
2348,266,s6445,176,2.93
2349,235,s2919,115,1.92
2350,45,s4690,145,2.42
2351,307,s1109,212,3.53
2352,1,s1463,288,4.8
2353,65,s136,76,1.27
2354,57,s7033,32,0.53
2355,323,s4995,199,3.32
2356,109,s2998,29,0.48
2357,204,s1464,286,4.77
2358,400,s4028,133,2.22
2359,367,s8562,88,1.47
2360,142,s6063,186,3.1
2361,208,s1995,112,1.87
2362,231,s6679,93,1.55
2363,469,s8369,261,4.35
2364,230,s3225,171,2.85
2365,461,s1966,129,2.15
2366,288,s1882,215,3.58
2367,392,s2485,293,4.88
2368,128,s1894,219,3.65
2369,211,s2593,296,4.93
2370,208,s7586,231,3.85
2371,477,s2799,291,4.85
2372,377,s7993,28,0.47
2373,383,s3185,238,3.97
2374,217,s623,114,1.9
2375,358,s8328,163,2.72
2376,396,s1259,22,0.37
2377,344,s7126,111,1.85
2378,448,s7735,289,4.82
2379,86,s1420,234,3.9
2380,403,s4554,232,3.87
2381,78,s2785,69,1.15
2382,476,s1422,279,4.65
2383,97,s7904,154,2.57
2384,444,s2854,31,0.52
2385,21,s2846,167,2.78
2386,20,s1144,169,2.82
2387,364,s7150,123,2.05
2388,116,s7336,198,3.3
2389,316,s920,185,3.08
2390,126,s5936,189,3.15
2391,96,s7962,268,4.47
2392,9,s7529,171,2.85
2393,325,s5095,214,3.57
2394,90,s4056,46,0.77
2395,229,s931,281,4.68
2396,381,s2789,53,0.88
2397,32,s4692,126,2.1
2398,15,s8047,61,1.02
2399,43,s2813,239,3.98
2400,362,s6113,180,3.0
2401,212,s5552,197,3.28
2402,335,s8511,112,1.87
2403,187,s5732,148,2.47
2404,184,s3077,30,0.5
2405,334,s2065,230,3.83
2406,107,s6576,70,1.17
2407,495,s7905,129,2.15
2408,292,s816,17,0.28
2409,487,s719,82,1.37
2410,463,s5957,159,2.65
2411,215,s4127,60,1.0
2412,245,s2996,44,0.73
2413,118,s1355,283,4.72
2414,152,s1154,167,2.78
2415,394,s5819,50,0.83
2416,331,s7602,156,2.6
2417,257,s5749,128,2.13
2418,100,s2123,165,2.75
2419,378,s8792,13,0.22
2420,196,s671,37,0.62
2421,240,s8599,111,1.85
2422,446,s6394,89,1.48
2423,152,s4148,121,2.02
2424,250,s6096,236,3.93
2425,248,s2389,123,2.05
2426,63,s7462,54,0.9
2427,55,s4970,288,4.8
2428,367,s4039,194,3.23
2429,276,s7235,37,0.62
2430,43,s2108,111,1.85
2431,103,s3305,14,0.23
2432,368,s6790,218,3.63
2433,472,s5038,285,4.75
2434,115,s6050,67,1.12
2435,81,s5668,263,4.38
2436,186,s1759,150,2.5
2437,466,s2285,27,0.45
2438,358,s1397,11,0.18
2439,323,s2654,149,2.48
2440,96,s5970,79,1.32
2441,264,s4588,118,1.97
2442,108,s5920,12,0.2
2443,317,s8790,221,3.68
2444,362,s5078,101,1.68
2445,235,s8555,151,2.52
2446,361,s259,234,3.9
2447,233,s2305,218,3.63
2448,170,s2171,298,4.97
2449,129,s3342,168,2.8
2450,161,s4287,288,4.8
2451,119,s3186,21,0.35
2452,278,s3557,244,4.07
2453,432,s8159,276,4.6
2454,377,s5548,286,4.77
2455,209,s8306,278,4.63
2456,434,s3424,297,4.95
2457,76,s6951,253,4.22
2458,421,s363,269,4.48
2459,465,s2355,112,1.87
2460,213,s3319,119,1.98
2461,291,s5639,158,2.63
2462,23,s3382,232,3.87
2463,144,s7573,247,4.12
2464,339,s6802,69,1.15
2465,60,s7641,252,4.2
2466,387,s194,13,0.22
2467,239,s5102,37,0.62
2468,431,s6988,215,3.58
2469,240,s314,187,3.12
2470,310,s3633,72,1.2
2471,105,s6422,29,0.48
2472,88,s4083,280,4.67
2473,169,s4972,283,4.72
2474,409,s8284,96,1.6
2475,294,s488,217,3.62
2476,375,s1124,185,3.08
2477,77,s2320,226,3.77
2478,434,s5397,88,1.47
2479,281,s2748,51,0.85
2480,457,s4670,111,1.85
2481,168,s1247,207,3.45
2482,397,s6376,148,2.47
2483,394,s5266,287,4.78
2484,277,s8521,115,1.92
2485,237,s216,228,3.8
2486,498,s4616,155,2.58
2487,482,s8602,189,3.15
2488,310,s4202,201,3.35
2489,295,s1112,291,4.85
2490,441,s2251,234,3.9
2491,55,s6112,86,1.43
2492,145,s5957,75,1.25
2493,468,s5727,142,2.37
2494,325,s47,212,3.53
2495,122,s8117,255,4.25
2496,138,s4272,66,1.1
2497,168,s4720,242,4.03
2498,378,s6642,278,4.63
2499,219,s142,158,2.63
2500,88,s6333,185,3.08
2501,408,s6920,256,4.27
2502,463,s5988,102,1.7
2503,107,s1840,11,0.18
2504,82,s2845,138,2.3
2505,459,s1580,195,3.25
2506,445,s4265,34,0.57
2507,434,s61,154,2.57
2508,453,s3086,40,0.67
2509,355,s3009,82,1.37
2510,422,s1174,99,1.65
2511,30,s495,134,2.23
2512,485,s5936,53,0.88
2513,500,s164,283,4.72
2514,427,s2630,138,2.3
2515,236,s2284,120,2.0
2516,209,s6630,85,1.42
2517,457,s284,10,0.17
2518,160,s5272,149,2.48
2519,206,s4346,69,1.15
2520,140,s7682,196,3.27
2521,422,s6140,69,1.15
2522,94,s7981,212,3.53
2523,378,s8277,96,1.6
2524,78,s2689,115,1.92
2525,101,s6340,194,3.23
2526,255,s6934,134,2.23
2527,409,s5805,84,1.4
2528,58,s4843,279,4.65
2529,387,s8683,119,1.98
2530,413,s7688,65,1.08
2531,309,s4988,275,4.58
2532,302,s1283,40,0.67
2533,166,s7616,91,1.52
2534,462,s3400,272,4.53
2535,303,s7542,238,3.97
2536,357,s6667,211,3.52
2537,245,s8184,11,0.18
2538,465,s4034,187,3.12
2539,443,s6647,168,2.8
2540,371,s6717,202,3.37
2541,205,s3276,46,0.77
2542,474,s6941,245,4.08
2543,70,s2924,227,3.78
2544,423,s8151,255,4.25
2545,171,s7330,232,3.87
2546,452,s687,113,1.88
2547,455,s5281,42,0.7
2548,151,s7154,264,4.4
2549,71,s3799,108,1.8
2550,163,s6478,17,0.28
2551,96,s260,116,1.93
2552,79,s6415,227,3.78
2553,102,s7408,171,2.85
2554,491,s3935,60,1.0
2555,36,s8118,300,5.0
2556,227,s5342,149,2.48
2557,273,s2277,268,4.47
2558,433,s3599,180,3.0
2559,121,s600,200,3.33
2560,115,s1666,180,3.0
2561,306,s1038,83,1.38
2562,40,s1315,294,4.9
2563,469,s7693,211,3.52
2564,343,s6254,77,1.28
2565,91,s7718,152,2.53
2566,39,s362,128,2.13
2567,273,s1801,31,0.52
2568,239,s2699,194,3.23
2569,363,s314,266,4.43
2570,39,s5456,194,3.23
2571,436,s960,173,2.88
2572,20,s348,104,1.73
2573,181,s1484,36,0.6
2574,315,s1104,220,3.67
2575,265,s8121,278,4.63
2576,388,s5527,66,1.1
2577,133,s3765,239,3.98
2578,3,s6300,235,3.92
2579,493,s6016,23,0.38
2580,472,s8158,75,1.25
2581,472,s367,86,1.43
2582,280,s7826,203,3.38
2583,10,s6196,176,2.93
2584,186,s7627,26,0.43
2585,409,s1452,245,4.08
2586,80,s1715,41,0.68
2587,422,s8526,206,3.43
2588,178,s4019,182,3.03
2589,305,s422,127,2.12
2590,494,s7601,207,3.45
2591,358,s6957,266,4.43
2592,301,s4161,14,0.23
2593,330,s3910,236,3.93
2594,288,s6977,95,1.58
2595,112,s3029,15,0.25
2596,146,s7742,128,2.13
2597,179,s8447,180,3.0
2598,377,s6193,222,3.7
2599,451,s2485,157,2.62
2600,75,s6395,197,3.28
2601,108,s1555,173,2.88
2602,273,s1601,175,2.92
2603,497,s7600,97,1.62
2604,470,s3150,174,2.9
2605,197,s8644,201,3.35
2606,107,s1874,28,0.47
2607,221,s4156,189,3.15
2608,425,s3556,142,2.37
2609,137,s1069,242,4.03
2610,445,s8335,179,2.98
2611,373,s82,183,3.05
2612,366,s2930,99,1.65
2613,478,s4921,41,0.68
2614,292,s6600,243,4.05
2615,167,s2820,83,1.38
2616,69,s5190,219,3.65
2617,331,s729,62,1.03
2618,332,s5662,161,2.68
2619,23,s7819,221,3.68
2620,234,s6371,172,2.87
2621,74,s102,93,1.55
2622,303,s7854,216,3.6
2623,461,s7507,51,0.85
2624,417,s6206,212,3.53
2625,437,s8018,61,1.02
2626,75,s1708,31,0.52
2627,263,s4383,175,2.92
2628,244,s7391,41,0.68
2629,422,s3718,184,3.07
2630,363,s938,76,1.27
2631,82,s7513,164,2.73
2632,210,s8723,288,4.8
2633,355,s4359,295,4.92
2634,387,s4840,24,0.4
2635,146,s7949,261,4.35
2636,318,s4700,274,4.57
2637,42,s2649,108,1.8
2638,347,s8513,96,1.6
2639,431,s2912,58,0.97
2640,33,s6552,272,4.53
2641,470,s6514,121,2.02
2642,372,s3412,121,2.02
2643,190,s7422,204,3.4
2644,97,s8062,198,3.3
2645,371,s7835,102,1.7
2646,9,s918,72,1.2
2647,450,s947,235,3.92
2648,80,s2179,152,2.53
2649,12,s7754,58,0.97
2650,330,s7362,195,3.25
2651,380,s3205,118,1.97
2652,302,s2726,85,1.42
2653,90,s1766,25,0.42
2654,397,s5804,245,4.08
2655,221,s3911,183,3.05
2656,212,s7704,165,2.75
2657,241,s1277,98,1.63
2658,94,s7607,224,3.73
2659,266,s2102,14,0.23
2660,240,s314,59,0.98
2661,195,s304,184,3.07
2662,209,s2864,141,2.35
2663,14,s7052,44,0.73
2664,350,s5953,170,2.83
2665,400,s4323,157,2.62
2666,336,s8399,90,1.5
2667,362,s2334,298,4.97
2668,91,s961,21,0.35
2669,397,s5196,55,0.92
2670,366,s8515,269,4.48
2671,78,s8467,20,0.33
2672,184,s642,267,4.45
2673,173,s121,156,2.6
2674,189,s4769,170,2.83
2675,4,s7537,16,0.27
2676,68,s6860,213,3.55
2677,244,s6956,143,2.38
2678,432,s4115,35,0.58
2679,67,s4072,49,0.82
2680,125,s5217,227,3.78
2681,234,s8250,286,4.77
2682,322,s5463,242,4.03
2683,19,s8073,66,1.1
2684,29,s7221,48,0.8
2685,308,s411,34,0.57
2686,266,s4517,122,2.03
2687,52,s3657,108,1.8
2688,421,s4070,114,1.9
2689,229,s5265,268,4.47
2690,259,s2192,132,2.2
2691,113,s2968,262,4.37
2692,393,s1717,50,0.83
2693,345,s1406,170,2.83
2694,18,s5736,193,3.22
2695,320,s2216,289,4.82
2696,360,s3824,78,1.3
2697,146,s3083,125,2.08
2698,282,s4160,132,2.2
2699,48,s296,207,3.45
2700,169,s6189,209,3.48
2701,323,s5437,14,0.23
2702,140,s1729,49,0.82
2703,78,s4912,11,0.18
2704,404,s7010,129,2.15
2705,226,s753,183,3.05
2706,62,s3455,32,0.53
2707,371,s1564,185,3.08
2708,379,s5174,135,2.25
2709,163,s3448,221,3.68
2710,404,s4573,100,1.67
2711,36,s1217,110,1.83
2712,73,s943,299,4.98
2713,15,s1386,110,1.83
2714,280,s5152,154,2.57
2715,106,s5621,185,3.08
2716,88,s5832,217,3.62
2717,293,s2694,196,3.27
2718,138,s5512,36,0.6
2719,68,s633,253,4.22
2720,410,s466,290,4.83
2721,305,s2606,121,2.02
2722,390,s920,162,2.7
2723,110,s6148,247,4.12
2724,441,s4291,224,3.73
2725,434,s4147,279,4.65
2726,392,s1575,297,4.95
2727,303,s7333,34,0.57
2728,92,s3018,47,0.78
2729,395,s1788,83,1.38
2730,130,s870,219,3.65
2731,301,s3370,218,3.63
2732,125,s1115,276,4.6
2733,294,s3663,58,0.97
2734,381,s236,127,2.12
2735,172,s1839,100,1.67
2736,424,s8328,135,2.25
2737,40,s6933,167,2.78
2738,338,s5094,180,3.0
2739,488,s2405,185,3.08
2740,434,s8626,55,0.92
2741,162,s2762,232,3.87
2742,72,s303,65,1.08
2743,334,s1395,98,1.63
2744,348,s5390,260,4.33
2745,33,s322,273,4.55
2746,55,s3111,206,3.43
2747,125,s6837,67,1.12
2748,77,s3809,232,3.87
2749,231,s5289,148,2.47
2750,433,s4617,28,0.47
2751,174,s8700,19,0.32
2752,203,s6700,49,0.82
2753,249,s7995,148,2.47
2754,2,s3195,75,1.25
2755,250,s8178,167,2.78
2756,156,s7825,263,4.38
2757,134,s8786,176,2.93
2758,192,s1544,281,4.68
2759,58,s4702,265,4.42
2760,226,s4254,52,0.87
2761,321,s4828,272,4.53
2762,339,s949,171,2.85
2763,48,s6731,207,3.45
2764,461,s3182,228,3.8
2765,297,s8230,139,2.32
2766,486,s5015,290,4.83
2767,257,s7213,53,0.88
2768,403,s2075,19,0.32
2769,34,s651,62,1.03
2770,365,s985,287,4.78
2771,117,s1845,259,4.32
2772,192,s8050,88,1.47
2773,310,s5753,200,3.33
2774,28,s1635,210,3.5
2775,180,s7098,50,0.83
2776,460,s5397,35,0.58
2777,89,s2562,219,3.65
2778,59,s1739,211,3.52
2779,434,s5336,257,4.28
2780,233,s2224,157,2.62
2781,16,s2936,66,1.1
2782,72,s2158,163,2.72
2783,139,s4245,14,0.23
2784,349,s1095,293,4.88
2785,400,s6714,216,3.6
2786,363,s3212,105,1.75
2787,147,s2275,245,4.08
2788,267,s3862,144,2.4
2789,128,s1565,22,0.37
2790,355,s4946,52,0.87
2791,138,s1828,296,4.93
2792,66,s7168,58,0.97
2793,334,s7495,117,1.95
2794,74,s7523,88,1.47
2795,120,s5502,228,3.8
2796,489,s5528,265,4.42
2797,461,s1717,162,2.7
2798,110,s3113,295,4.92
2799,286,s2963,264,4.4
2800,185,s2587,95,1.58
2801,41,s2035,198,3.3
2802,61,s3598,221,3.68
2803,198,s6006,178,2.97
2804,314,s975,185,3.08
2805,262,s8114,123,2.05
2806,253,s213,63,1.05
2807,407,s5665,218,3.63
2808,166,s777,277,4.62
2809,97,s3937,186,3.1
2810,314,s7055,182,3.03
2811,401,s2243,195,3.25
2812,318,s8697,218,3.63
2813,388,s1894,134,2.23
2814,26,s6305,216,3.6
2815,287,s2945,285,4.75
2816,335,s126,23,0.38
2817,235,s5093,72,1.2
2818,412,s2421,290,4.83
2819,127,s8325,172,2.87
2820,121,s7249,297,4.95
2821,108,s4910,34,0.57
2822,444,s952,219,3.65
2823,46,s3188,44,0.73
2824,408,s8328,182,3.03
2825,451,s3425,261,4.35
2826,196,s5665,180,3.0
2827,467,s4075,136,2.27
2828,396,s866,90,1.5
2829,453,s1273,213,3.55
2830,39,s5228,34,0.57
2831,72,s7269,211,3.52
2832,11,s6976,173,2.88
2833,343,s8193,267,4.45
2834,101,s3078,143,2.38
2835,463,s7118,191,3.18
2836,154,s2940,230,3.83
2837,163,s5433,244,4.07
2838,246,s3172,277,4.62
2839,24,s7203,90,1.5
2840,52,s7030,202,3.37
2841,98,s6339,77,1.28
2842,8,s5691,283,4.72
2843,447,s114,82,1.37
2844,157,s3698,202,3.37
2845,306,s5121,129,2.15
2846,397,s2324,153,2.55
2847,409,s6589,81,1.35
2848,233,s5765,269,4.48
2849,183,s922,159,2.65
2850,313,s5134,18,0.3
2851,444,s456,190,3.17
2852,359,s776,53,0.88
2853,414,s7433,299,4.98
2854,295,s7825,26,0.43
2855,383,s6921,162,2.7
2856,121,s2840,180,3.0
2857,26,s5603,140,2.33
2858,385,s919,38,0.63
2859,318,s2959,235,3.92
2860,491,s8467,158,2.63
2861,182,s2089,80,1.33
2862,483,s6657,248,4.13
2863,248,s3383,186,3.1
2864,111,s4347,277,4.62
2865,159,s586,69,1.15
2866,97,s8628,212,3.53
2867,40,s2022,17,0.28
2868,410,s3785,141,2.35
2869,500,s2648,10,0.17
2870,174,s7582,113,1.88
2871,129,s8282,154,2.57
2872,84,s3871,39,0.65
2873,115,s7870,116,1.93
2874,107,s8735,61,1.02
2875,17,s1546,25,0.42
2876,350,s4781,175,2.92
2877,261,s2162,191,3.18
2878,163,s4947,33,0.55
2879,119,s3639,171,2.85
2880,484,s3542,231,3.85
